matrix_id,origin_poi_id,dest_poi_id,mode,minutes,distance_km,carbon_kg,cost,currency,bearing_deg,updated_at
ptm_405807c4,poi_814c5981,poi_c8a30b2b,cab,34,9.355,1.6,187.04,INR,3,2026-08-18T10:00:00+05:30
ptm_caf79b0d,poi_814c5981,poi_da4f49cf,cab,29,7.634,1.305,157.78,INR,12,2026-08-18T10:00:00+05:30
ptm_92cd778f,poi_814c5981,poi_f069d484,cab,26,6.676,1.142,141.49,INR,333,2026-08-18T10:00:00+05:30
ptm_fef02450,poi_814c5981,poi_a2b2ebb4,cab,29,7.696,1.316,158.83,INR,345,2026-08-18T10:00:00+05:30
ptm_17e5e47b,poi_814c5981,poi_2b68f8e3,cab,27,7.003,1.198,147.05,INR,84,2026-08-18T10:00:00+05:30
ptm_5b6e11ba,poi_814c5981,poi_e6da4930,cab,36,10.087,1.725,199.47,INR,356,2026-08-18T10:00:00+05:30
ptm_4b841d88,poi_814c5981,poi_16a57a9d,cab,25,6.534,1.117,139.08,INR,314,2026-08-18T10:00:00+05:30
ptm_791ac3f2,poi_814c5981,poi_65054389,cab,29,7.75,1.325,159.75,INR,37,2026-08-18T10:00:00+05:30
ptm_eee854d0,poi_da4f49cf,poi_66c3e7d9,cab,20,5.019,0.858,113.33,INR,136,2026-08-18T10:00:00+05:30
ptm_d7e7a0e0,poi_da4f49cf,poi_c8a30b2b,walk,29,2.145,0,0.00,INR,331,2026-08-18T10:00:00+05:30
ptm_3042a8d2,poi_da4f49cf,poi_c8a30b2b,cab,11,2.145,0.367,64.47,INR,331,2026-08-18T10:00:00+05:30
ptm_8e0ad70a,poi_da4f49cf,poi_814c5981,cab,29,7.634,1.305,157.78,INR,192,2026-08-18T10:00:00+05:30
ptm_ff6eb632,poi_da4f49cf,poi_f069d484,cab,20,4.837,0.827,110.24,INR,252,2026-08-18T10:00:00+05:30
ptm_31ebba53,poi_da4f49cf,poi_a2b2ebb4,walk,48,3.588,0,0.00,INR,270,2026-08-18T10:00:00+05:30
ptm_674db596,poi_da4f49cf,poi_a2b2ebb4,cab,16,3.588,0.613,88.99,INR,270,2026-08-18T10:00:00+05:30
ptm_556dfc84,poi_da4f49cf,poi_2b68f8e3,cab,32,8.632,1.476,174.74,INR,142,2026-08-18T10:00:00+05:30
ptm_b7722f2b,poi_da4f49cf,poi_e6da4930,walk,47,3.485,0,0.00,INR,318,2026-08-18T10:00:00+05:30
ptm_f65ee1bb,poi_da4f49cf,poi_e6da4930,cab,16,3.485,0.596,87.25,INR,318,2026-08-18T10:00:00+05:30
ptm_48273033,poi_da4f49cf,poi_16a57a9d,cab,27,7.004,1.198,147.07,INR,245,2026-08-18T10:00:00+05:30
ptm_b757a4ac,poi_da4f49cf,poi_65054389,walk,45,3.354,0,0.00,INR,113,2026-08-18T10:00:00+05:30
ptm_d4294e07,poi_da4f49cf,poi_65054389,cab,15,3.354,0.574,85.02,INR,113,2026-08-18T10:00:00+05:30
ptm_0e202d38,poi_f069d484,poi_66c3e7d9,cab,31,8.374,1.432,170.35,INR,105,2026-08-18T10:00:00+05:30
ptm_3611257c,poi_f069d484,poi_c8a30b2b,cab,20,4.901,0.838,111.31,INR,47,2026-08-18T10:00:00+05:30
ptm_5df10ed8,poi_f069d484,poi_814c5981,cab,26,6.676,1.142,141.49,INR,153,2026-08-18T10:00:00+05:30
ptm_01b21ccc,poi_f069d484,poi_da4f49cf,cab,20,4.837,0.827,110.24,INR,72,2026-08-18T10:00:00+05:30
ptm_862abc10,poi_f069d484,poi_a2b2ebb4,walk,25,1.785,0,0.00,INR,35,2026-08-18T10:00:00+05:30
ptm_675d6c7b,poi_f069d484,poi_a2b2ebb4,cab,10,1.785,0.305,58.34,INR,35,2026-08-18T10:00:00+05:30
ptm_09d1f1af,poi_f069d484,poi_2b68f8e3,cab,40,11.269,1.927,219.58,INR,118,2026-08-18T10:00:00+05:30
ptm_81d12bdf,poi_f069d484,poi_e6da4930,cab,19,4.684,0.801,107.63,INR,29,2026-08-18T10:00:00+05:30
ptm_1af57e58,poi_f069d484,poi_16a57a9d,walk,31,2.281,0,0.00,INR,230,2026-08-18T10:00:00+05:30
ptm_ffda7140,poi_f069d484,poi_16a57a9d,cab,12,2.281,0.39,66.78,INR,230,2026-08-18T10:00:00+05:30
ptm_e4230e30,poi_f069d484,poi_65054389,cab,29,7.694,1.316,158.81,INR,89,2026-08-18T10:00:00+05:30
ptm_df233ba3,poi_a2b2ebb4,poi_66c3e7d9,cab,30,7.94,1.358,162.98,INR,117,2026-08-18T10:00:00+05:30
ptm_ecfb1002,poi_a2b2ebb4,poi_c8a30b2b,walk,43,3.177,0,0.00,INR,53,2026-08-18T10:00:00+05:30
ptm_fc2e6cb5,poi_a2b2ebb4,poi_c8a30b2b,cab,15,3.177,0.543,82.00,INR,53,2026-08-18T10:00:00+05:30
ptm_20bcb24a,poi_a2b2ebb4,poi_814c5981,cab,29,7.696,1.316,158.83,INR,165,2026-08-18T10:00:00+05:30
ptm_f864c106,poi_a2b2ebb4,poi_da4f49cf,walk,48,3.588,0,0.00,INR,90,2026-08-18T10:00:00+05:30
ptm_057a772d,poi_a2b2ebb4,poi_da4f49cf,cab,16,3.588,0.613,88.99,INR,90,2026-08-18T10:00:00+05:30
ptm_d927b5e0,poi_a2b2ebb4,poi_f069d484,walk,25,1.785,0,0.00,INR,215,2026-08-18T10:00:00+05:30
ptm_6e106483,poi_a2b2ebb4,poi_f069d484,cab,10,1.785,0.305,58.34,INR,215,2026-08-18T10:00:00+05:30
ptm_a9fec62d,poi_a2b2ebb4,poi_2b68f8e3,cab,40,11.202,1.916,218.44,INR,127,2026-08-18T10:00:00+05:30
ptm_9823dacc,poi_a2b2ebb4,poi_e6da4930,walk,39,2.913,0,0.00,INR,26,2026-08-18T10:00:00+05:30
ptm_0b3b3de9,poi_a2b2ebb4,poi_e6da4930,cab,14,2.913,0.498,77.52,INR,26,2026-08-18T10:00:00+05:30
ptm_2635a9e7,poi_a2b2ebb4,poi_16a57a9d,walk,54,4.03,0,0.00,INR,223,2026-08-18T10:00:00+05:30
ptm_a5657a51,poi_a2b2ebb4,poi_16a57a9d,cab,17,4.03,0.689,96.51,INR,223,2026-08-18T10:00:00+05:30
ptm_49ab55f1,poi_a2b2ebb4,poi_65054389,cab,26,6.8,1.163,143.59,INR,101,2026-08-18T10:00:00+05:30
ptm_ad8d6644,poi_2b68f8e3,poi_66c3e7d9,walk,49,3.676,0,0.00,INR,330,2026-08-18T10:00:00+05:30
ptm_3069f59e,poi_2b68f8e3,poi_66c3e7d9,cab,16,3.676,0.629,90.49,INR,330,2026-08-18T10:00:00+05:30
ptm_77645258,poi_2b68f8e3,poi_c8a30b2b,cab,38,10.754,1.839,210.83,INR,324,2026-08-18T10:00:00+05:30
ptm_dfd3e505,poi_2b68f8e3,poi_814c5981,cab,27,7.003,1.198,147.05,INR,264,2026-08-18T10:00:00+05:30
ptm_778e98ee,poi_2b68f8e3,poi_da4f49cf,cab,32,8.632,1.476,174.74,INR,322,2026-08-18T10:00:00+05:30
ptm_f8aaade2,poi_2b68f8e3,poi_f069d484,cab,40,11.269,1.927,219.58,INR,298,2026-08-18T10:00:00+05:30
ptm_d47a6e52,poi_2b68f8e3,poi_a2b2ebb4,cab,40,11.202,1.916,218.44,INR,307,2026-08-18T10:00:00+05:30
ptm_a704acec,poi_2b68f8e3,poi_e6da4930,cab,43,12.113,2.071,233.92,INR,321,2026-08-18T10:00:00+05:30
ptm_9aceea00,poi_2b68f8e3,poi_16a57a9d,cab,43,12.308,2.105,237.24,INR,288,2026-08-18T10:00:00+05:30
ptm_5853816f,poi_2b68f8e3,poi_65054389,cab,23,5.918,1.012,128.60,INR,338,2026-08-18T10:00:00+05:30
ptm_c53e8307,poi_e6da4930,poi_66c3e7d9,cab,31,8.503,1.454,172.55,INR,137,2026-08-18T10:00:00+05:30
ptm_c67bf1cb,poi_e6da4930,poi_c8a30b2b,walk,21,1.471,0,0.00,INR,119,2026-08-18T10:00:00+05:30
ptm_1cc0b2e7,poi_e6da4930,poi_c8a30b2b,cab,9,1.471,0.252,53.01,INR,119,2026-08-18T10:00:00+05:30
ptm_aa95ef58,poi_e6da4930,poi_814c5981,cab,36,10.087,1.725,199.47,INR,176,2026-08-18T10:00:00+05:30
ptm_37187d53,poi_e6da4930,poi_da4f49cf,walk,47,3.485,0,0.00,INR,138,2026-08-18T10:00:00+05:30
ptm_5dca1fa3,poi_e6da4930,poi_da4f49cf,cab,16,3.485,0.596,87.25,INR,138,2026-08-18T10:00:00+05:30
ptm_a5793368,poi_e6da4930,poi_f069d484,cab,19,4.684,0.801,107.63,INR,209,2026-08-18T10:00:00+05:30
ptm_01dce63d,poi_e6da4930,poi_a2b2ebb4,walk,39,2.913,0,0.00,INR,206,2026-08-18T10:00:00+05:30
ptm_d2b029a7,poi_e6da4930,poi_a2b2ebb4,cab,14,2.913,0.498,77.52,INR,206,2026-08-18T10:00:00+05:30
ptm_9c5c9b22,poi_e6da4930,poi_2b68f8e3,cab,43,12.113,2.071,233.92,INR,141,2026-08-18T10:00:00+05:30
ptm_3c75f92a,poi_e6da4930,poi_16a57a9d,cab,26,6.864,1.174,144.69,INR,216,2026-08-18T10:00:00+05:30
ptm_33ec4040,poi_e6da4930,poi_65054389,cab,26,6.672,1.141,141.43,INR,126,2026-08-18T10:00:00+05:30
ptm_04d0ced2,poi_16a57a9d,poi_66c3e7d9,cab,36,9.873,1.688,195.84,INR,94,2026-08-18T10:00:00+05:30
ptm_436fc64a,poi_16a57a9d,poi_c8a30b2b,cab,27,7.179,1.228,150.05,INR,48,2026-08-18T10:00:00+05:30
ptm_b714e1e1,poi_16a57a9d,poi_814c5981,cab,25,6.534,1.117,139.08,INR,134,2026-08-18T10:00:00+05:30
ptm_6db32bdf,poi_16a57a9d,poi_da4f49cf,cab,27,7.004,1.198,147.07,INR,65,2026-08-18T10:00:00+05:30
ptm_95dd9478,poi_16a57a9d,poi_f069d484,walk,31,2.281,0,0.00,INR,50,2026-08-18T10:00:00+05:30
ptm_54adf5db,poi_16a57a9d,poi_f069d484,cab,12,2.281,0.39,66.78,INR,50,2026-08-18T10:00:00+05:30
ptm_568f8267,poi_16a57a9d,poi_a2b2ebb4,walk,54,4.03,0,0.00,INR,43,2026-08-18T10:00:00+05:30
ptm_92971a88,poi_16a57a9d,poi_a2b2ebb4,cab,17,4.03,0.689,96.51,INR,43,2026-08-18T10:00:00+05:30
ptm_b45d609d,poi_16a57a9d,poi_2b68f8e3,cab,43,12.308,2.105,237.24,INR,108,2026-08-18T10:00:00+05:30
ptm_4c367bab,poi_16a57a9d,poi_e6da4930,cab,26,6.864,1.174,144.69,INR,36,2026-08-18T10:00:00+05:30
ptm_da04c786,poi_16a57a9d,poi_65054389,cab,35,9.583,1.639,190.91,INR,80,2026-08-18T10:00:00+05:30
ptm_121b57f0,poi_65054389,poi_66c3e7d9,walk,32,2.328,0,0.00,INR,170,2026-08-18T10:00:00+05:30
ptm_6742bc2e,poi_65054389,poi_66c3e7d9,cab,12,2.328,0.398,67.58,INR,170,2026-08-18T10:00:00+05:30
ptm_3976142f,poi_65054389,poi_c8a30b2b,cab,21,5.213,0.891,116.62,INR,308,2026-08-18T10:00:00+05:30
ptm_3b200f84,poi_65054389,poi_814c5981,cab,29,7.75,1.325,159.75,INR,217,2026-08-18T10:00:00+05:30
ptm_57887002,poi_65054389,poi_da4f49cf,walk,45,3.354,0,0.00,INR,293,2026-08-18T10:00:00+05:30
ptm_a3eb0f9b,poi_65054389,poi_da4f49cf,cab,15,3.354,0.574,85.02,INR,293,2026-08-18T10:00:00+05:30
ptm_1bcd432e,poi_65054389,poi_f069d484,cab,29,7.694,1.316,158.81,INR,269,2026-08-18T10:00:00+05:30
ptm_3e94db42,poi_65054389,poi_a2b2ebb4,cab,26,6.8,1.163,143.59,INR,281,2026-08-18T10:00:00+05:30
ptm_6f45286e,poi_65054389,poi_2b68f8e3,cab,23,5.918,1.012,128.60,INR,158,2026-08-18T10:00:00+05:30
ptm_9e709b22,poi_65054389,poi_e6da4930,cab,26,6.672,1.141,141.43,INR,306,2026-08-18T10:00:00+05:30
ptm_b32f3656,poi_65054389,poi_16a57a9d,cab,35,9.583,1.639,190.91,INR,260,2026-08-18T10:00:00+05:30
ptm_61e10a42,poi_7213a07d,poi_09155f8c,walk,50,3.691,0,0.00,INR,352,2026-08-18T10:00:00+05:30
ptm_adb809bf,poi_7213a07d,poi_09155f8c,cab,16,3.691,0.631,90.75,INR,352,2026-08-18T10:00:00+05:30
ptm_e89462fc,poi_7213a07d,poi_35d011e8,cab,40,11.176,1.911,217.99,INR,8,2026-08-18T10:00:00+05:30
ptm_fba515ad,poi_7213a07d,poi_eccc86ce,cab,29,7.813,1.336,160.82,INR,21,2026-08-18T10:00:00+05:30
ptm_1ab4b457,poi_7213a07d,poi_05550f9c,cab,49,14.127,2.416,268.15,INR,5,2026-08-18T10:00:00+05:30
ptm_4a419912,poi_7213a07d,poi_e337e6d3,cab,46,13.225,2.262,252.83,INR,358,2026-08-18T10:00:00+05:30
ptm_bb3e2b0f,poi_7213a07d,poi_6431c980,cab,37,10.293,1.76,202.99,INR,358,2026-08-18T10:00:00+05:30
ptm_7fb84551,poi_7213a07d,poi_5a5793a8,cab,66,19.499,3.334,359.48,INR,47,2026-08-18T10:00:00+05:30
ptm_0b6f5372,poi_7213a07d,poi_4c87ddee,cab,39,11.018,1.884,215.31,INR,65,2026-08-18T10:00:00+05:30
ptm_007f91e2,poi_7213a07d,poi_660b0d33,cab,54,15.678,2.681,294.53,INR,42,2026-08-18T10:00:00+05:30
ptm_ba454c14,poi_09155f8c,poi_7213a07d,walk,50,3.691,0,0.00,INR,172,2026-08-18T10:00:00+05:30
ptm_2056b4f3,poi_09155f8c,poi_7213a07d,cab,16,3.691,0.631,90.75,INR,172,2026-08-18T10:00:00+05:30
ptm_04d88b6e,poi_09155f8c,poi_35d011e8,cab,29,7.697,1.316,158.85,INR,16,2026-08-18T10:00:00+05:30
ptm_4256722f,poi_09155f8c,poi_eccc86ce,cab,20,4.951,0.847,112.17,INR,43,2026-08-18T10:00:00+05:30
ptm_14294a8c,poi_09155f8c,poi_05550f9c,cab,38,10.56,1.806,207.52,INR,9,2026-08-18T10:00:00+05:30
ptm_13a2652f,poi_09155f8c,poi_e337e6d3,cab,35,9.566,1.636,190.62,INR,1,2026-08-18T10:00:00+05:30
ptm_ee174ad1,poi_09155f8c,poi_6431c980,cab,25,6.635,1.135,140.80,INR,1,2026-08-18T10:00:00+05:30
ptm_bda3c002,poi_09155f8c,poi_5a5793a8,cab,60,17.639,3.016,327.86,INR,57,2026-08-18T10:00:00+05:30
ptm_ee3af41b,poi_09155f8c,poi_4c87ddee,cab,38,10.571,1.808,207.70,INR,85,2026-08-18T10:00:00+05:30
ptm_e13101ba,poi_09155f8c,poi_660b0d33,cab,48,13.618,2.329,259.50,INR,54,2026-08-18T10:00:00+05:30
ptm_b04ccb4b,poi_35d011e8,poi_7213a07d,cab,40,11.176,1.911,217.99,INR,188,2026-08-18T10:00:00+05:30
ptm_dfc210e2,poi_35d011e8,poi_09155f8c,cab,29,7.697,1.316,158.85,INR,196,2026-08-18T10:00:00+05:30
ptm_8af771ee,poi_35d011e8,poi_eccc86ce,walk,54,4.018,0,0.00,INR,161,2026-08-18T10:00:00+05:30
ptm_95ef4d4d,poi_35d011e8,poi_eccc86ce,cab,17,4.018,0.687,96.31,INR,161,2026-08-18T10:00:00+05:30
ptm_253aa9dd,poi_35d011e8,poi_05550f9c,walk,41,3.035,0,0.00,INR,353,2026-08-18T10:00:00+05:30
ptm_29da268c,poi_35d011e8,poi_05550f9c,cab,14,3.035,0.519,79.59,INR,353,2026-08-18T10:00:00+05:30
ptm_c0f72820,poi_35d011e8,poi_e337e6d3,walk,39,2.906,0,0.00,INR,318,2026-08-18T10:00:00+05:30
ptm_1b0e09cf,poi_35d011e8,poi_e337e6d3,cab,14,2.906,0.497,77.41,INR,318,2026-08-18T10:00:00+05:30
ptm_eb254505,poi_35d011e8,poi_6431c980,walk,28,2.054,0,0.00,INR,248,2026-08-18T10:00:00+05:30
ptm_fe63bdfb,poi_35d011e8,poi_6431c980,cab,11,2.054,0.351,62.92,INR,248,2026-08-18T10:00:00+05:30
ptm_5d2de6ce,poi_35d011e8,poi_5a5793a8,cab,45,12.872,2.201,246.82,INR,80,2026-08-18T10:00:00+05:30
ptm_5e8ef395,poi_35d011e8,poi_4c87ddee,cab,38,10.639,1.819,208.86,INR,127,2026-08-18T10:00:00+05:30
ptm_6eaf1a51,poi_35d011e8,poi_660b0d33,cab,33,8.989,1.537,180.82,INR,86,2026-08-18T10:00:00+05:30
ptm_f37f61d7,poi_eccc86ce,poi_7213a07d,cab,29,7.813,1.336,160.82,INR,201,2026-08-18T10:00:00+05:30
ptm_4e269025,poi_eccc86ce,poi_09155f8c,cab,20,4.951,0.847,112.17,INR,223,2026-08-18T10:00:00+05:30
ptm_46c19e8d,poi_eccc86ce,poi_35d011e8,walk,54,4.018,0,0.00,INR,341,2026-08-18T10:00:00+05:30
ptm_2a4ec803,poi_eccc86ce,poi_35d011e8,cab,17,4.018,0.687,96.31,INR,341,2026-08-18T10:00:00+05:30
ptm_6209607e,poi_eccc86ce,poi_05550f9c,cab,27,7.016,1.2,147.27,INR,346,2026-08-18T10:00:00+05:30
ptm_310477c5,poi_eccc86ce,poi_e337e6d3,cab,26,6.787,1.161,143.38,INR,331,2026-08-18T10:00:00+05:30
ptm_2a186e3e,poi_eccc86ce,poi_6431c980,walk,59,4.408,0,0.00,INR,313,2026-08-18T10:00:00+05:30
ptm_eb7743c2,poi_eccc86ce,poi_6431c980,cab,18,4.408,0.754,102.93,INR,313,2026-08-18T10:00:00+05:30
ptm_e59251bf,poi_eccc86ce,poi_5a5793a8,cab,45,12.879,2.202,246.94,INR,62,2026-08-18T10:00:00+05:30
ptm_3e50d9ab,poi_eccc86ce,poi_4c87ddee,cab,29,7.623,1.303,157.59,INR,110,2026-08-18T10:00:00+05:30
ptm_4d78f8b7,poi_eccc86ce,poi_660b0d33,cab,32,8.811,1.507,177.78,INR,60,2026-08-18T10:00:00+05:30
ptm_3929efc0,poi_05550f9c,poi_7213a07d,cab,49,14.127,2.416,268.15,INR,185,2026-08-18T10:00:00+05:30
ptm_bbd425f0,poi_05550f9c,poi_09155f8c,cab,38,10.56,1.806,207.52,INR,189,2026-08-18T10:00:00+05:30
ptm_a95e6428,poi_05550f9c,poi_35d011e8,walk,41,3.035,0,0.00,INR,173,2026-08-18T10:00:00+05:30
ptm_ec3f7a6b,poi_05550f9c,poi_35d011e8,cab,14,3.035,0.519,79.59,INR,173,2026-08-18T10:00:00+05:30
ptm_080e06e9,poi_05550f9c,poi_eccc86ce,cab,27,7.016,1.2,147.27,INR,166,2026-08-18T10:00:00+05:30
ptm_923702af,poi_05550f9c,poi_e337e6d3,walk,25,1.792,0,0.00,INR,241,2026-08-18T10:00:00+05:30
ptm_8c8bb33c,poi_05550f9c,poi_e337e6d3,cab,10,1.792,0.306,58.46,INR,241,2026-08-18T10:00:00+05:30
ptm_1bae8a9d,poi_05550f9c,poi_6431c980,walk,55,4.084,0,0.00,INR,202,2026-08-18T10:00:00+05:30
ptm_fb44b960,poi_05550f9c,poi_6431c980,cab,17,4.084,0.698,97.43,INR,202,2026-08-18T10:00:00+05:30
ptm_6a77b920,poi_05550f9c,poi_5a5793a8,cab,46,13.071,2.235,250.21,INR,93,2026-08-18T10:00:00+05:30
ptm_5df8410e,poi_05550f9c,poi_4c87ddee,cab,45,12.951,2.215,248.16,INR,137,2026-08-18T10:00:00+05:30
ptm_f8bc160a,poi_05550f9c,poi_660b0d33,cab,35,9.67,1.654,192.40,INR,105,2026-08-18T10:00:00+05:30
ptm_a8cfaf50,poi_e337e6d3,poi_7213a07d,cab,46,13.225,2.262,252.83,INR,178,2026-08-18T10:00:00+05:30
ptm_1062b5ee,poi_e337e6d3,poi_09155f8c,cab,35,9.566,1.636,190.62,INR,181,2026-08-18T10:00:00+05:30
ptm_00e66613,poi_e337e6d3,poi_35d011e8,walk,39,2.906,0,0.00,INR,138,2026-08-18T10:00:00+05:30
ptm_b472ee8a,poi_e337e6d3,poi_35d011e8,cab,14,2.906,0.497,77.41,INR,138,2026-08-18T10:00:00+05:30
ptm_74a61df0,poi_e337e6d3,poi_eccc86ce,cab,26,6.787,1.161,143.38,INR,151,2026-08-18T10:00:00+05:30
ptm_1c21d5a9,poi_e337e6d3,poi_05550f9c,walk,25,1.792,0,0.00,INR,61,2026-08-18T10:00:00+05:30
ptm_6be285de,poi_e337e6d3,poi_05550f9c,cab,10,1.792,0.306,58.46,INR,61,2026-08-18T10:00:00+05:30
ptm_7fcb6086,poi_e337e6d3,poi_6431c980,walk,40,2.932,0,0.00,INR,179,2026-08-18T10:00:00+05:30
ptm_2dd270a6,poi_e337e6d3,poi_6431c980,cab,14,2.932,0.501,77.85,INR,179,2026-08-18T10:00:00+05:30
ptm_8c0a874d,poi_e337e6d3,poi_5a5793a8,cab,51,14.624,2.501,276.60,INR,89,2026-08-18T10:00:00+05:30
ptm_e33552f3,poi_e337e6d3,poi_4c87ddee,cab,47,13.508,2.31,257.63,INR,129,2026-08-18T10:00:00+05:30
ptm_db260434,poi_e337e6d3,poi_660b0d33,cab,39,11.042,1.888,215.71,INR,98,2026-08-18T10:00:00+05:30
ptm_4b2785fb,poi_6431c980,poi_7213a07d,cab,37,10.293,1.76,202.99,INR,178,2026-08-18T10:00:00+05:30
ptm_6f301e4d,poi_6431c980,poi_09155f8c,cab,25,6.635,1.135,140.80,INR,181,2026-08-18T10:00:00+05:30
ptm_9c4e2ce4,poi_6431c980,poi_35d011e8,walk,28,2.054,0,0.00,INR,68,2026-08-18T10:00:00+05:30
ptm_c80fea51,poi_6431c980,poi_35d011e8,cab,11,2.054,0.351,62.92,INR,68,2026-08-18T10:00:00+05:30
ptm_d125636a,poi_6431c980,poi_eccc86ce,walk,59,4.408,0,0.00,INR,133,2026-08-18T10:00:00+05:30
ptm_cf13e2d8,poi_6431c980,poi_eccc86ce,cab,18,4.408,0.754,102.93,INR,133,2026-08-18T10:00:00+05:30
ptm_d0bfbf8c,poi_6431c980,poi_05550f9c,walk,55,4.084,0,0.00,INR,22,2026-08-18T10:00:00+05:30
ptm_84aa7419,poi_6431c980,poi_05550f9c,cab,17,4.084,0.698,97.43,INR,22,2026-08-18T10:00:00+05:30
ptm_1251c059,poi_6431c980,poi_e337e6d3,walk,40,2.932,0,0.00,INR,359,2026-08-18T10:00:00+05:30
ptm_0da99800,poi_6431c980,poi_e337e6d3,cab,14,2.932,0.501,77.85,INR,359,2026-08-18T10:00:00+05:30
ptm_4bb38167,poi_6431c980,poi_5a5793a8,cab,52,14.887,2.546,281.07,INR,78,2026-08-18T10:00:00+05:30
ptm_757331b2,poi_6431c980,poi_4c87ddee,cab,42,11.81,2.019,228.77,INR,119,2026-08-18T10:00:00+05:30
ptm_d29112b6,poi_6431c980,poi_660b0d33,cab,39,10.954,1.873,214.22,INR,83,2026-08-18T10:00:00+05:30
ptm_7ca67bbb,poi_5a5793a8,poi_7213a07d,cab,66,19.499,3.334,359.48,INR,227,2026-08-18T10:00:00+05:30
ptm_b61197e0,poi_5a5793a8,poi_09155f8c,cab,60,17.639,3.016,327.86,INR,237,2026-08-18T10:00:00+05:30
ptm_730d5fa7,poi_5a5793a8,poi_35d011e8,cab,45,12.872,2.201,246.82,INR,260,2026-08-18T10:00:00+05:30
ptm_8f7e9db9,poi_5a5793a8,poi_eccc86ce,cab,45,12.879,2.202,246.94,INR,242,2026-08-18T10:00:00+05:30
ptm_e2232f3a,poi_5a5793a8,poi_05550f9c,cab,46,13.071,2.235,250.21,INR,273,2026-08-18T10:00:00+05:30
ptm_f2653aed,poi_5a5793a8,poi_e337e6d3,cab,51,14.624,2.501,276.60,INR,270,2026-08-18T10:00:00+05:30
ptm_30db0844,poi_5a5793a8,poi_6431c980,cab,52,14.887,2.546,281.07,INR,258,2026-08-18T10:00:00+05:30
ptm_3ad19f55,poi_5a5793a8,poi_4c87ddee,cab,35,9.694,1.658,192.80,INR,206,2026-08-18T10:00:00+05:30
ptm_1baae581,poi_5a5793a8,poi_660b0d33,walk,55,4.078,0,0.00,INR,245,2026-08-18T10:00:00+05:30
ptm_45710f91,poi_5a5793a8,poi_660b0d33,cab,17,4.078,0.697,97.32,INR,245,2026-08-18T10:00:00+05:30
ptm_e14a7256,poi_4c87ddee,poi_7213a07d,cab,39,11.018,1.884,215.31,INR,245,2026-08-18T10:00:00+05:30
ptm_55a573b5,poi_4c87ddee,poi_09155f8c,cab,38,10.571,1.808,207.70,INR,265,2026-08-18T10:00:00+05:30
ptm_a71ce633,poi_4c87ddee,poi_35d011e8,cab,38,10.639,1.819,208.86,INR,307,2026-08-18T10:00:00+05:30
ptm_9b19ce10,poi_4c87ddee,poi_eccc86ce,cab,29,7.623,1.303,157.59,INR,290,2026-08-18T10:00:00+05:30
ptm_6333f3a8,poi_4c87ddee,poi_05550f9c,cab,45,12.951,2.215,248.16,INR,317,2026-08-18T10:00:00+05:30
ptm_1c5ccb83,poi_4c87ddee,poi_e337e6d3,cab,47,13.508,2.31,257.63,INR,310,2026-08-18T10:00:00+05:30
ptm_97b8052b,poi_4c87ddee,poi_6431c980,cab,42,11.81,2.019,228.77,INR,299,2026-08-18T10:00:00+05:30
ptm_9250aece,poi_4c87ddee,poi_5a5793a8,cab,35,9.694,1.658,192.80,INR,26,2026-08-18T10:00:00+05:30
ptm_8fa9b488,poi_4c87ddee,poi_660b0d33,cab,27,7.03,1.202,147.51,INR,4,2026-08-18T10:00:00+05:30
ptm_8e1c1525,poi_660b0d33,poi_7213a07d,cab,54,15.678,2.681,294.53,INR,222,2026-08-18T10:00:00+05:30
ptm_dcd660d0,poi_660b0d33,poi_09155f8c,cab,48,13.618,2.329,259.50,INR,234,2026-08-18T10:00:00+05:30
ptm_e5f77651,poi_660b0d33,poi_35d011e8,cab,33,8.989,1.537,180.82,INR,266,2026-08-18T10:00:00+05:30
ptm_754da5d5,poi_660b0d33,poi_eccc86ce,cab,32,8.811,1.507,177.78,INR,240,2026-08-18T10:00:00+05:30
ptm_a4740d87,poi_660b0d33,poi_05550f9c,cab,35,9.67,1.654,192.40,INR,285,2026-08-18T10:00:00+05:30
ptm_05bbc939,poi_660b0d33,poi_e337e6d3,cab,39,11.042,1.888,215.71,INR,278,2026-08-18T10:00:00+05:30
ptm_18f1c752,poi_660b0d33,poi_6431c980,cab,39,10.954,1.873,214.22,INR,263,2026-08-18T10:00:00+05:30
ptm_130c57e6,poi_660b0d33,poi_5a5793a8,walk,55,4.078,0,0.00,INR,65,2026-08-18T10:00:00+05:30
ptm_3504ceb8,poi_660b0d33,poi_5a5793a8,cab,17,4.078,0.697,97.32,INR,65,2026-08-18T10:00:00+05:30
ptm_21885bf9,poi_660b0d33,poi_4c87ddee,cab,27,7.03,1.202,147.51,INR,184,2026-08-18T10:00:00+05:30
ptm_aa59c24c,poi_080ec099,poi_56eec1f7,cab,59,17.279,2.955,321.74,INR,220,2026-08-18T10:00:00+05:30
ptm_05be8ec9,poi_080ec099,poi_27e69b68,cab,28,7.37,1.26,153.30,INR,228,2026-08-18T10:00:00+05:30
ptm_32dfda24,poi_080ec099,poi_a42d04ae,cab,54,15.656,2.677,294.15,INR,247,2026-08-18T10:00:00+05:30
ptm_2c89684a,poi_080ec099,poi_3cd58d03,cab,58,16.948,2.898,316.12,INR,239,2026-08-18T10:00:00+05:30
ptm_4941425f,poi_080ec099,poi_d19e8a0d,cab,53,15.422,2.637,290.17,INR,244,2026-08-18T10:00:00+05:30
