media_id,poi_id,file_path,media_role,alt_text,label_class,dataset_split,width_px,height_px,capture_conditions,updated_at
pmd_450d3844,poi_a42d04ae,media/poi/poi_a42d04ae/0.jpg,landmark,Riverside Lounge in Manali,riverside_lounge,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_547c8faa,poi_a42d04ae,media/poi/poi_a42d04ae/1.jpg,landmark,Riverside Lounge in Manali,riverside_lounge,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_9ff39b0e,poi_3cd58d03,media/poi/poi_3cd58d03/0.jpg,landmark,Botanical Gardens in Manali,botanical_gardens,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_b3d6ec22,poi_3cd58d03,media/poi/poi_3cd58d03/1.jpg,landmark,Botanical Gardens in Manali,botanical_gardens,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_7d15825f,poi_d19e8a0d,media/poi/poi_d19e8a0d/0.jpg,landmark,Butterfly Reserve in Manali,butterfly_reserve,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_c7cd3226,poi_d19e8a0d,media/poi/poi_d19e8a0d/1.jpg,landmark,Butterfly Reserve in Manali,butterfly_reserve,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_ac542ad9,poi_858d379c,media/poi/poi_858d379c/0.jpg,landmark,Puppet Museum in Manali,puppet_museum,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_bf25d4d4,poi_858d379c,media/poi/poi_858d379c/1.jpg,landmark,Puppet Museum in Manali,puppet_museum,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_a84bb6de,poi_9de9c403,media/poi/poi_9de9c403/0.jpg,landmark,Great Mosque of Manali in Manali,great_mosque_of_manali,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_c1d5e964,poi_9de9c403,media/poi/poi_9de9c403/1.jpg,landmark,Great Mosque of Manali in Manali,great_mosque_of_manali,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_7a5c60b5,poi_b6329778,media/poi/poi_b6329778/0.jpg,landmark,Hilltop Shrine in Manali,hilltop_shrine,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_502a0df8,poi_b6329778,media/poi/poi_b6329778/1.jpg,landmark,Hilltop Shrine in Manali,hilltop_shrine,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_52a642b1,poi_981e6149,media/poi/poi_981e6149/0.jpg,landmark,Coffee Roastery Tour in Manali,coffee_roastery_tour,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_5caf7f18,poi_981e6149,media/poi/poi_981e6149/1.jpg,landmark,Coffee Roastery Tour in Manali,coffee_roastery_tour,eval,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_a73ce00f,poi_6580da95,media/poi/poi_6580da95/0.jpg,landmark,Rock Climbing Wall in Manali,rock_climbing_wall,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_27debe1b,poi_6580da95,media/poi/poi_6580da95/1.jpg,landmark,Rock Climbing Wall in Manali,rock_climbing_wall,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_a43c45b4,poi_d0aa4cac,media/poi/poi_d0aa4cac/0.jpg,landmark,Watchtower Terrace in Manali,watchtower_terrace,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_89419d7a,poi_d0aa4cac,media/poi/poi_d0aa4cac/1.jpg,landmark,Watchtower Terrace in Manali,watchtower_terrace,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_d7832e7b,poi_7a4468c4,media/poi/poi_7a4468c4/0.jpg,landmark,Watchtower Terrace in Manali,watchtower_terrace,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_2d119332,poi_7a4468c4,media/poi/poi_7a4468c4/1.jpg,landmark,Watchtower Terrace in Manali,watchtower_terrace,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_45f68f15,poi_d668c5ae,media/poi/poi_d668c5ae/0.jpg,landmark,Cycling Loop in Manali,cycling_loop,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_1707ec91,poi_d668c5ae,media/poi/poi_d668c5ae/1.jpg,landmark,Cycling Loop in Manali,cycling_loop,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_02e35557,poi_9e696660,media/poi/poi_9e696660/0.jpg,landmark,Botanical Gardens in Manali,botanical_gardens,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_bff5f47e,poi_9e696660,media/poi/poi_9e696660/1.jpg,landmark,Botanical Gardens in Manali,botanical_gardens,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_a915c845,poi_55efa344,media/poi/poi_55efa344/0.jpg,landmark,Rishikesh Bazaar in Rishikesh,rishikesh_bazaar,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_3f69cab9,poi_55efa344,media/poi/poi_55efa344/1.jpg,landmark,Rishikesh Bazaar in Rishikesh,rishikesh_bazaar,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_906c03d0,poi_7bd45bdd,media/poi/poi_7bd45bdd/0.jpg,landmark,Fishermen's Cove in Rishikesh,fishermen's_cove,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_2d353174,poi_7bd45bdd,media/poi/poi_7bd45bdd/1.jpg,landmark,Fishermen's Cove in Rishikesh,fishermen's_cove,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_db2a3f5b,poi_bbd7ce43,media/poi/poi_bbd7ce43/0.jpg,landmark,Rishikesh Bazaar in Rishikesh,rishikesh_bazaar,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_e377d6e8,poi_bbd7ce43,media/poi/poi_bbd7ce43/1.jpg,landmark,Rishikesh Bazaar in Rishikesh,rishikesh_bazaar,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_12806837,poi_6da0c869,media/poi/poi_6da0c869/0.jpg,landmark,Blue Pottery Workshop in Rishikesh,blue_pottery_workshop,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_802ad765,poi_6da0c869,media/poi/poi_6da0c869/1.jpg,landmark,Blue Pottery Workshop in Rishikesh,blue_pottery_workshop,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_b575f5ef,poi_f9f12b4d,media/poi/poi_f9f12b4d/0.jpg,landmark,Yoga Shala in Rishikesh,yoga_shala,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_daaef21e,poi_f9f12b4d,media/poi/poi_f9f12b4d/1.jpg,landmark,Yoga Shala in Rishikesh,yoga_shala,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_92eff05b,poi_090cc669,media/poi/poi_090cc669/0.jpg,landmark,Butterfly Reserve in Rishikesh,butterfly_reserve,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_a1ed189b,poi_090cc669,media/poi/poi_090cc669/1.jpg,landmark,Butterfly Reserve in Rishikesh,butterfly_reserve,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_8f3281b4,poi_0e7b7fc0,media/poi/poi_0e7b7fc0/0.jpg,landmark,Yoga Shala in Rishikesh,yoga_shala,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_81cb6230,poi_0e7b7fc0,media/poi/poi_0e7b7fc0/1.jpg,landmark,Yoga Shala in Rishikesh,yoga_shala,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_8c46854e,poi_e78bfaee,media/poi/poi_e78bfaee/0.jpg,landmark,Fishermen's Cove in Rishikesh,fishermen's_cove,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_1cd35818,poi_e78bfaee,media/poi/poi_e78bfaee/1.jpg,landmark,Fishermen's Cove in Rishikesh,fishermen's_cove,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_1eebd1bb,poi_c74c12ed,media/poi/poi_c74c12ed/0.jpg,landmark,Hot Springs in Rishikesh,hot_springs,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_1bdd7784,poi_c74c12ed,media/poi/poi_c74c12ed/1.jpg,landmark,Hot Springs in Rishikesh,hot_springs,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_83d3d109,poi_889f4e87,media/poi/poi_889f4e87/0.jpg,landmark,Puppet Museum in Rishikesh,puppet_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_f21b6bfc,poi_889f4e87,media/poi/poi_889f4e87/1.jpg,landmark,Puppet Museum in Rishikesh,puppet_museum,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_5c43163a,poi_1461e306,media/poi/poi_1461e306/0.jpg,landmark,Riverside Ghats in Rishikesh,riverside_ghats,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_94ed260b,poi_1461e306,media/poi/poi_1461e306/1.jpg,landmark,Riverside Ghats in Rishikesh,riverside_ghats,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_b030ef94,poi_475d7338,media/poi/poi_475d7338/0.jpg,landmark,Maritime Museum in Rishikesh,maritime_museum,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_9973883e,poi_475d7338,media/poi/poi_475d7338/1.jpg,landmark,Maritime Museum in Rishikesh,maritime_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_1f7f7a67,poi_21a4922d,media/poi/poi_21a4922d/0.jpg,landmark,Quiet Bay in Rishikesh,quiet_bay,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_9151c788,poi_21a4922d,media/poi/poi_21a4922d/1.jpg,landmark,Quiet Bay in Rishikesh,quiet_bay,eval,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_361bb231,poi_41810a53,media/poi/poi_41810a53/0.jpg,landmark,Hilltop Shrine in Rishikesh,hilltop_shrine,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_17715b3a,poi_41810a53,media/poi/poi_41810a53/1.jpg,landmark,Hilltop Shrine in Rishikesh,hilltop_shrine,eval,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_ce2c2ab4,poi_96add6ac,media/poi/poi_96add6ac/0.jpg,landmark,Fishermen's Cove in Rishikesh,fishermen's_cove,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_847ff76c,poi_96add6ac,media/poi/poi_96add6ac/1.jpg,landmark,Fishermen's Cove in Rishikesh,fishermen's_cove,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_3af389e8,poi_7cd2e8cd,media/poi/poi_7cd2e8cd/0.jpg,landmark,Museum of Coins in Nainital,museum_of_coins,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_95013c51,poi_7cd2e8cd,media/poi/poi_7cd2e8cd/1.jpg,landmark,Museum of Coins in Nainital,museum_of_coins,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_dbf68f8f,poi_3dd6c5b0,media/poi/poi_3dd6c5b0/0.jpg,landmark,Puppet Museum in Nainital,puppet_museum,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_6bf3371d,poi_3dd6c5b0,media/poi/poi_3dd6c5b0/1.jpg,landmark,Puppet Museum in Nainital,puppet_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_885b8dee,poi_d9ef734e,media/poi/poi_d9ef734e/0.jpg,landmark,Rooftop Live Music in Nainital,rooftop_live_music,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_ed20aa2e,poi_d9ef734e,media/poi/poi_d9ef734e/1.jpg,landmark,Rooftop Live Music in Nainital,rooftop_live_music,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_9d813d4c,poi_5e69bc20,media/poi/poi_5e69bc20/0.jpg,landmark,Handloom Cooperative in Nainital,handloom_cooperative,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_53b094e2,poi_5e69bc20,media/poi/poi_5e69bc20/1.jpg,landmark,Handloom Cooperative in Nainital,handloom_cooperative,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_70e4a767,poi_c21309f4,media/poi/poi_c21309f4/0.jpg,landmark,Sunset Point in Nainital,sunset_point,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_2428169c,poi_c21309f4,media/poi/poi_c21309f4/1.jpg,landmark,Sunset Point in Nainital,sunset_point,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_c8dd13ed,poi_a79ecb61,media/poi/poi_a79ecb61/0.jpg,landmark,Backwater Channel in Nainital,backwater_channel,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_7329bffd,poi_a79ecb61,media/poi/poi_a79ecb61/1.jpg,landmark,Backwater Channel in Nainital,backwater_channel,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_8798530f,poi_6d8ec0be,media/poi/poi_6d8ec0be/0.jpg,landmark,Ayurveda Centre in Nainital,ayurveda_centre,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_0dd9d9ba,poi_6d8ec0be,media/poi/poi_6d8ec0be/1.jpg,landmark,Ayurveda Centre in Nainital,ayurveda_centre,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_74d23270,poi_0c84f287,media/poi/poi_0c84f287/0.jpg,landmark,Nainital Bazaar in Nainital,nainital_bazaar,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_a88de0ef,poi_0c84f287,media/poi/poi_0c84f287/1.jpg,landmark,Nainital Bazaar in Nainital,nainital_bazaar,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_df9c0035,poi_a1e5f2e6,media/poi/poi_a1e5f2e6/0.jpg,landmark,Yoga Shala in Nainital,yoga_shala,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_9e3d55fb,poi_a1e5f2e6,media/poi/poi_a1e5f2e6/1.jpg,landmark,Yoga Shala in Nainital,yoga_shala,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_e3be10e9,poi_d5409022,media/poi/poi_d5409022/0.jpg,landmark,"St Mary's Church, Nainital in Nainital","st_mary's_church,_nainital",train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_ba7f4be5,poi_d5409022,media/poi/poi_d5409022/1.jpg,landmark,"St Mary's Church, Nainital in Nainital","st_mary's_church,_nainital",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_371e9453,poi_584276b6,media/poi/poi_584276b6/0.jpg,landmark,Nainital Temple in Nainital,nainital_temple,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_45b74ae8,poi_584276b6,media/poi/poi_584276b6/1.jpg,landmark,Nainital Temple in Nainital,nainital_temple,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_0ecbd71f,poi_d8ffbfe8,media/poi/poi_d8ffbfe8/0.jpg,landmark,Antique Lane in Nainital,antique_lane,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_75c4486f,poi_d8ffbfe8,media/poi/poi_d8ffbfe8/1.jpg,landmark,Antique Lane in Nainital,antique_lane,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_3963dc31,poi_38e1ec96,media/poi/poi_38e1ec96/0.jpg,landmark,Textile Museum in Nainital,textile_museum,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_ce43d1f9,poi_38e1ec96,media/poi/poi_38e1ec96/1.jpg,landmark,Textile Museum in Nainital,textile_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_91228ace,poi_1b0630d5,media/poi/poi_1b0630d5/0.jpg,landmark,Nainital Temple in Nainital,nainital_temple,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_07f1c0b5,poi_1b0630d5,media/poi/poi_1b0630d5/1.jpg,landmark,Nainital Temple in Nainital,nainital_temple,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_4a3fe7d9,poi_93980121,media/poi/poi_93980121/0.jpg,landmark,Puppet Museum in Nainital,puppet_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_5b56361d,poi_93980121,media/poi/poi_93980121/1.jpg,landmark,Puppet Museum in Nainital,puppet_museum,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_b7000e11,poi_789930fb,media/poi/poi_789930fb/0.jpg,landmark,Leh City Museum in Leh,leh_city_museum,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_b375dc07,poi_789930fb,media/poi/poi_789930fb/1.jpg,landmark,Leh City Museum in Leh,leh_city_museum,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_f4168a57,poi_6b17511e,media/poi/poi_6b17511e/0.jpg,landmark,Night Food Bazaar in Leh,night_food_bazaar,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_6cb89505,poi_6b17511e,media/poi/poi_6b17511e/1.jpg,landmark,Night Food Bazaar in Leh,night_food_bazaar,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_d8c8ccdf,poi_43e21947,media/poi/poi_43e21947/0.jpg,landmark,"Jazz Cellar, Leh in Leh","jazz_cellar,_leh",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_aff60ace,poi_43e21947,media/poi/poi_43e21947/1.jpg,landmark,"Jazz Cellar, Leh in Leh","jazz_cellar,_leh",train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_39c916a0,poi_7b08d755,media/poi/poi_7b08d755/0.jpg,landmark,Elephant Camp in Leh,elephant_camp,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_a8bbd433,poi_7b08d755,media/poi/poi_7b08d755/1.jpg,landmark,Elephant Camp in Leh,elephant_camp,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_1096cc19,poi_f2a26f1f,media/poi/poi_f2a26f1f/0.jpg,landmark,Leh Lake in Leh,leh_lake,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_ad3ac3ed,poi_f2a26f1f,media/poi/poi_f2a26f1f/1.jpg,landmark,Leh Lake in Leh,leh_lake,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_8a543506,poi_bd12d26b,media/poi/poi_bd12d26b/0.jpg,landmark,Textile Museum in Leh,textile_museum,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_967408cc,poi_bd12d26b,media/poi/poi_bd12d26b/1.jpg,landmark,Textile Museum in Leh,textile_museum,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_6c6cdf63,poi_2b00dd1d,media/poi/poi_2b00dd1d/0.jpg,landmark,Textile Museum in Leh,textile_museum,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_6b7d7b91,poi_2b00dd1d,media/poi/poi_2b00dd1d/1.jpg,landmark,Textile Museum in Leh,textile_museum,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_0fcf4735,poi_eef7f325,media/poi/poi_eef7f325/0.jpg,landmark,Rooftop Live Music in Leh,rooftop_live_music,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_eb7989f9,poi_eef7f325,media/poi/poi_eef7f325/1.jpg,landmark,Rooftop Live Music in Leh,rooftop_live_music,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_41d1f709,poi_d158bf55,media/poi/poi_d158bf55/0.jpg,landmark,Leh Bird Sanctuary in Leh,leh_bird_sanctuary,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_27294545,poi_d158bf55,media/poi/poi_d158bf55/1.jpg,landmark,Leh Bird Sanctuary in Leh,leh_bird_sanctuary,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_34da624a,poi_03e96e6b,media/poi/poi_03e96e6b/0.jpg,landmark,Backwater Channel in Leh,backwater_channel,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_43776584,poi_03e96e6b,media/poi/poi_03e96e6b/1.jpg,landmark,Backwater Channel in Leh,backwater_channel,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_ddaada0c,poi_b2db71d0,media/poi/poi_b2db71d0/0.jpg,landmark,Cliff Walk in Leh,cliff_walk,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_db4c2e80,poi_b2db71d0,media/poi/poi_b2db71d0/1.jpg,landmark,Cliff Walk in Leh,cliff_walk,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_472f040e,poi_4dd2861e,media/poi/poi_4dd2861e/0.jpg,landmark,Elephant Camp in Leh,elephant_camp,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_7693fc31,poi_4dd2861e,media/poi/poi_4dd2861e/1.jpg,landmark,Elephant Camp in Leh,elephant_camp,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_5fb6c9f8,poi_5438f7a0,media/poi/poi_5438f7a0/0.jpg,landmark,Crocodile Park in Leh,crocodile_park,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_b6f63be3,poi_5438f7a0,media/poi/poi_5438f7a0/1.jpg,landmark,Crocodile Park in Leh,crocodile_park,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_393b4149,poi_26b74a30,media/poi/poi_26b74a30/0.jpg,landmark,Elephant Camp in Leh,elephant_camp,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_5b434ef6,poi_26b74a30,media/poi/poi_26b74a30/1.jpg,landmark,Elephant Camp in Leh,elephant_camp,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_5c292721,poi_58be1c10,media/poi/poi_58be1c10/0.jpg,landmark,Ridge Lookout in Leh,ridge_lookout,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_582a24c2,poi_58be1c10,media/poi/poi_58be1c10/1.jpg,landmark,Ridge Lookout in Leh,ridge_lookout,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_acb123a1,poi_72885c51,media/poi/poi_72885c51/0.jpg,landmark,Butterfly Reserve in Srinagar,butterfly_reserve,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_e7498755,poi_72885c51,media/poi/poi_72885c51/1.jpg,landmark,Butterfly Reserve in Srinagar,butterfly_reserve,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_5de1c369,poi_091fe344,media/poi/poi_091fe344/0.jpg,landmark,Srinagar Lake in Srinagar,srinagar_lake,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_44595865,poi_091fe344,media/poi/poi_091fe344/1.jpg,landmark,Srinagar Lake in Srinagar,srinagar_lake,eval,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_653a602d,poi_a8a1121e,media/poi/poi_a8a1121e/0.jpg,landmark,Cycling Loop in Srinagar,cycling_loop,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_dcf7152f,poi_a8a1121e,media/poi/poi_a8a1121e/1.jpg,landmark,Cycling Loop in Srinagar,cycling_loop,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_14055aff,poi_53ac6972,media/poi/poi_53ac6972/0.jpg,landmark,Watchtower Terrace in Srinagar,watchtower_terrace,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_2529140f,poi_53ac6972,media/poi/poi_53ac6972/1.jpg,landmark,Watchtower Terrace in Srinagar,watchtower_terrace,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_ae86b91a,poi_7bf0ffd4,media/poi/poi_7bf0ffd4/0.jpg,landmark,Watchtower Terrace in Srinagar,watchtower_terrace,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_906066e4,poi_7bf0ffd4,media/poi/poi_7bf0ffd4/1.jpg,landmark,Watchtower Terrace in Srinagar,watchtower_terrace,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_375d1ff2,poi_a9a7d6f1,media/poi/poi_a9a7d6f1/0.jpg,landmark,Elephant Camp in Srinagar,elephant_camp,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_f2593955,poi_a9a7d6f1,media/poi/poi_a9a7d6f1/1.jpg,landmark,Elephant Camp in Srinagar,elephant_camp,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_ab1d2a77,poi_1b2395ad,media/poi/poi_1b2395ad/0.jpg,landmark,Riverside Lounge in Srinagar,riverside_lounge,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_88e6821d,poi_1b2395ad,media/poi/poi_1b2395ad/1.jpg,landmark,Riverside Lounge in Srinagar,riverside_lounge,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_d06fd30c,poi_88b5a018,media/poi/poi_88b5a018/0.jpg,landmark,Watchtower Terrace in Srinagar,watchtower_terrace,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_c8e49718,poi_88b5a018,media/poi/poi_88b5a018/1.jpg,landmark,Watchtower Terrace in Srinagar,watchtower_terrace,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_c2178ef4,poi_c806ff41,media/poi/poi_c806ff41/0.jpg,landmark,Chhatri Complex in Srinagar,chhatri_complex,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_c8e7ac77,poi_c806ff41,media/poi/poi_c806ff41/1.jpg,landmark,Chhatri Complex in Srinagar,chhatri_complex,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_37bc8e0b,poi_3d47122c,media/poi/poi_3d47122c/0.jpg,landmark,Srinagar Observatory in Srinagar,srinagar_observatory,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_348024bf,poi_3d47122c,media/poi/poi_3d47122c/1.jpg,landmark,Srinagar Observatory in Srinagar,srinagar_observatory,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_025f03fc,poi_02d64e75,media/poi/poi_02d64e75/0.jpg,landmark,"Jazz Cellar, Srinagar in Srinagar","jazz_cellar,_srinagar",train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_748e4303,poi_02d64e75,media/poi/poi_02d64e75/1.jpg,landmark,"Jazz Cellar, Srinagar in Srinagar","jazz_cellar,_srinagar",train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_ddb5ab11,poi_ec061425,media/poi/poi_ec061425/0.jpg,landmark,Crocodile Park in Srinagar,crocodile_park,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_584c1016,poi_ec061425,media/poi/poi_ec061425/1.jpg,landmark,Crocodile Park in Srinagar,crocodile_park,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_f1430cdd,poi_6c6cefc3,media/poi/poi_6c6cefc3/0.jpg,landmark,Rock Garden in Srinagar,rock_garden,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_0393b21c,poi_6c6cefc3,media/poi/poi_6c6cefc3/1.jpg,landmark,Rock Garden in Srinagar,rock_garden,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_94ecb673,poi_d1f05b2f,media/poi/poi_d1f05b2f/0.jpg,landmark,Zipline Point in Srinagar,zipline_point,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_0e57bc61,poi_d1f05b2f,media/poi/poi_d1f05b2f/1.jpg,landmark,Zipline Point in Srinagar,zipline_point,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_de074a3c,poi_70fc506d,media/poi/poi_70fc506d/0.jpg,landmark,Rock Climbing Wall in Srinagar,rock_climbing_wall,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_af2bb5a6,poi_70fc506d,media/poi/poi_70fc506d/1.jpg,landmark,Rock Climbing Wall in Srinagar,rock_climbing_wall,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_03bfadd9,poi_bebe0046,media/poi/poi_bebe0046/0.jpg,landmark,Quiet Bay in Mumbai,quiet_bay,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_eb475c3e,poi_bebe0046,media/poi/poi_bebe0046/1.jpg,landmark,Quiet Bay in Mumbai,quiet_bay,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_b6b54305,poi_a89bd0b6,media/poi/poi_a89bd0b6/0.jpg,landmark,Riverside Lounge in Mumbai,riverside_lounge,train,1280,960,,2026-08-18T10:00:00+05:30
